participant_id,cheese_type,product,presentation_order,overall_liking,chewiness,hardness,moisture,graininess,dairy_flavor,fattiness,tastiness,softness,jar_moisture,jar_firmness,jar_saltiness,jar_fattiness,jar_sharpness,jar_creaminess
cheese_25f7bac1c578,mozzarella,dairy,2,9.0,80.0,17.0,57.0,15.0,94.0,93.0,62.0,90.0,3,3,3,3,3,3
cheese_6bc8763c116a,mozzarella,dairy,2,7.67,49.0,34.0,42.0,8.0,91.0,60.0,72.0,1.0,4,2,2,3,3,3
cheese_aea94a0a6a40,mozzarella,plant_based,1,6.33,23.0,20.0,17.0,19.0,0.0,,,14.0,3,3,1,2,1,2
cheese_fa8abe6cedf2,mozzarella,plant_based,2,1.0,41.0,26.0,15.0,19.0,8.0,,,16.0,3,3,2,2,1,2
cheese_270dbcb30835,feta,dairy,2,6.33,52.0,34.0,72.0,44.0,77.0,72.0,72.0,51.0,3,3,4,3,4,4
cheese_734bb52fbc56,mozzarella,dairy,2,9.0,85.0,37.0,61.0,48.0,88.0,82.0,90.0,85.0,2,4,3,3,3,3
cheese_655b968303d2,cheddar,dairy,1,9.0,22.0,22.0,53.0,13.0,92.0,55.0,100.0,75.0,3,3,3,3,3,3
cheese_7e78f3f9422d,mozzarella,plant_based,1,5.0,30.0,71.0,49.0,80.0,59.0,20.0,73.0,18.0,3,2,4,2,3,2
cheese_6ef160eb56d1,mozzarella,plant_based,1,2.33,14.0,30.0,17.0,53.0,22.0,9.0,21.0,15.0,5,2,5,2,2,1
cheese_9f111264c585,mozzarella,plant_based,2,5.0,63.0,100.0,44.0,53.0,58.0,25.0,32.0,,5,1,4,1,2,1
cheese_9cac3ed56aaf,cheddar,plant_based,1,5.0,70.0,47.0,61.0,44.0,73.0,73.0,66.0,64.0,3,3,3,4,4,4
cheese_420d31136d1e,feta,plant_based,2,3.67,18.0,13.0,28.0,13.0,37.0,36.0,30.0,72.0,3,3,2,2,2,3
cheese_bf38f4457309,mozzarella,dairy,2,6.33,40.0,49.0,52.0,,96.0,70.0,75.0,82.0,3,3,2,3,3,3
cheese_f9cbd8e8463e,mozzarella,plant_based,1,7.67,13.0,26.0,44.0,12.0,63.0,60.0,66.0,48.0,2,3,3,3,3,3
cheese_9698d00ec1d1,mozzarella,dairy,1,6.33,41.0,20.0,50.0,0.0,90.0,89.0,60.0,90.0,3,3,2,4,2,3
cheese_b9e04150146c,feta,plant_based,1,1.0,45.0,54.0,87.0,43.0,74.0,47.0,45.0,29.0,2,4,3,3,2,3
cheese_6d9d1f2a4d79,feta,plant_based,2,5.0,,,89.0,26.0,37.0,64.0,7.0,100.0,1,2,4,1,5,5
cheese_ed72776f19ab,mozzarella,plant_based,2,1.0,54.0,41.0,66.0,26.0,46.0,59.0,28.0,68.0,3,2,3,3,2,3
cheese_8c63adc00116,cheddar,plant_based,2,1.0,59.0,53.0,43.0,77.0,4.0,34.0,7.0,42.0,4,1,1,3,1,3
cheese_62d4f6a6e3aa,cheddar,plant_based,2,1.0,55.0,64.0,47.0,28.0,,,45.0,61.0,3,4,1,2,1,3
cheese_bef343293fa3,cheddar,dairy,1,2.33,66.0,35.0,82.0,23.0,82.0,86.0,75.0,82.0,2,3,3,3,3,3
cheese_3d59896f422f,cheddar,plant_based,1,6.33,34.0,55.0,7.0,22.0,,,,,3,2,3,2,2,3
cheese_93836954333c,mozzarella,plant_based,2,3.67,56.0,9.0,59.0,21.0,1.0,61.0,7.0,84.0,2,3,3,4,3,3
cheese_f03435b179b9,cheddar,plant_based,2,5.0,39.0,58.0,38.0,15.0,67.0,65.0,70.0,59.0,4,3,1,3,2,3
cheese_967813dad246,mozzarella,plant_based,1,7.67,61.0,37.0,74.0,18.0,38.0,65.0,28.0,65.0,3,2,3,3,2,3
cheese_e27f18f572cb,cheddar,dairy,1,9.0,2.0,3.0,95.0,6.0,93.0,100.0,79.0,99.0,3,3,3,3,3,3
cheese_dc3538d4659e,mozzarella,dairy,1,7.67,49.0,20.0,52.0,10.0,100.0,57.0,87.0,32.0,2,3,3,3,3,3
cheese_0bd0b024dcea,mozzarella,dairy,1,9.0,13.0,12.0,91.0,0.0,99.0,69.0,94.0,22.0,5,4,4,2,2,3
cheese_ca383432cdff,feta,dairy,2,9.0,,,,,,,,15.0,3,3,3,3,3,3
cheese_5b9ecef2b7f5,cheddar,plant_based,2,5.0,22.0,11.0,54.0,78.0,33.0,43.0,32.0,30.0,1,1,4,2,1,3
cheese_5c736a951aa5,mozzarella,dairy,1,6.33,49.0,21.0,49.0,16.0,94.0,59.0,93.0,34.0,1,3,3,3,3,2
cheese_6357a430dacc,mozzarella,dairy,1,6.33,43.0,51.0,82.0,11.0,85.0,88.0,66.0,68.0,3,4,3,4,3,3
cheese_558d90b40852,cheddar,plant_based,1,6.33,61.0,55.0,15.0,78.0,37.0,9.0,30.0,42.0,3,2,1,1,1,2
cheese_8692b400e15c,feta,plant_based,2,1.0,0.0,11.0,22.0,2.0,,39.0,0.0,99.0,5,1,2,1,1,1
cheese_dae2f3aa6fbe,cheddar,dairy,2,9.0,2.0,32.0,44.0,69.0,100.0,98.0,91.0,57.0,3,3,3,3,3,3
cheese_ecf029f6c9b0,cheddar,plant_based,2,5.0,14.0,56.0,17.0,44.0,53.0,46.0,21.0,28.0,4,2,3,2,2,3
cheese_29d837309e14,cheddar,dairy,1,6.33,40.0,15.0,70.0,50.0,80.0,52.0,72.0,100.0,1,3,3,3,3,4
cheese_72e1868f3de4,cheddar,dairy,1,6.33,69.0,60.0,66.0,32.0,100.0,74.0,100.0,74.0,3,3,3,3,2,4
cheese_2a7476a3d40d,feta,dairy,2,9.0,34.0,66.0,51.0,50.0,46.0,21.0,78.0,42.0,3,3,4,2,3,3
cheese_b7435409543c,feta,dairy,1,9.0,47.0,35.0,72.0,40.0,78.0,69.0,71.0,59.0,3,3,4,3,3,4
cheese_edab4b9fea4d,mozzarella,dairy,1,7.67,63.0,25.0,77.0,14.0,100.0,69.0,100.0,76.0,3,3,3,3,3,3
cheese_4f856941e4f4,mozzarella,plant_based,2,5.0,36.0,35.0,65.0,,40.0,59.0,45.0,76.0,2,2,2,3,2,4
cheese_62f8539fc1d8,cheddar,plant_based,2,3.67,39.0,70.0,26.0,72.0,22.0,20.0,31.0,21.0,4,2,2,2,4,2
cheese_ecf029f6c9b0,cheddar,dairy,1,6.33,39.0,27.0,57.0,9.0,92.0,71.0,72.0,69.0,3,3,3,3,3,3
cheese_ae3090c27be2,mozzarella,plant_based,1,2.33,10.0,64.0,52.0,21.0,37.0,18.0,16.0,21.0,5,1,3,1,4,3
cheese_bc245726c390,mozzarella,plant_based,1,3.67,68.0,100.0,51.0,49.0,63.0,29.0,32.0,,5,1,4,1,2,1
cheese_54d533d35672,feta,plant_based,1,9.0,14.0,15.0,70.0,0.0,98.0,69.0,100.0,94.0,3,3,3,3,3,4
cheese_3701c1b77d7c,cheddar,plant_based,1,1.0,39.0,76.0,28.0,74.0,25.0,22.0,31.0,24.0,4,2,2,2,4,2
cheese_4b00e6ca3371,cheddar,plant_based,2,7.67,62.0,49.0,56.0,44.0,74.0,69.0,66.0,61.0,3,4,3,4,4,4
cheese_844e2e32d136,mozzarella,dairy,1,9.0,26.0,11.0,27.0,,78.0,49.0,79.0,15.0,2,3,3,2,3,3
cheese_45d96a233186,cheddar,plant_based,2,5.0,0.0,8.0,2.0,7.0,20.0,8.0,77.0,85.0,4,2,3,2,2,2
cheese_8c829d055a39,cheddar,dairy,2,5.0,63.0,47.0,48.0,14.0,100.0,58.0,100.0,48.0,3,3,3,3,3,4
cheese_322e4ddf2517,cheddar,plant_based,2,9.0,45.0,43.0,25.0,54.0,48.0,8.0,42.0,31.0,4,2,3,2,3,2
cheese_746d13f811ce,feta,dairy,2,5.0,51.0,30.0,61.0,40.0,76.0,67.0,71.0,51.0,3,3,4,3,4,4
cheese_34b21119bf2a,feta,dairy,2,9.0,52.0,34.0,88.0,30.0,97.0,73.0,100.0,92.0,3,3,3,3,3,4
cheese_ea6cb36abfdd,cheddar,plant_based,1,1.0,,32.0,,,,,,,1,1,3,2,1,1
cheese_1aea28e664f7,mozzarella,plant_based,1,3.67,7.0,32.0,5.0,76.0,42.0,8.0,26.0,70.0,1,1,4,3,4,1
cheese_4f6ade873a97,mozzarella,dairy,1,9.0,79.0,86.0,88.0,92.0,66.0,79.0,65.0,92.0,3,3,4,4,5,4
cheese_6d7b15d4952a,mozzarella,dairy,1,9.0,12.0,12.0,91.0,10.0,100.0,78.0,100.0,26.0,5,4,3,2,2,3
cheese_e5e63f03f7dd,mozzarella,plant_based,2,7.67,35.0,63.0,50.0,72.0,56.0,21.0,73.0,21.0,3,2,4,2,3,2
cheese_614d300b5887,cheddar,dairy,1,7.67,3.0,29.0,49.0,57.0,100.0,100.0,97.0,54.0,3,3,4,4,3,3
cheese_b7435409543c,feta,plant_based,2,5.0,5.0,0.0,70.0,8.0,77.0,70.0,81.0,93.0,1,3,3,4,2,4
cheese_b9e04150146c,feta,dairy,2,9.0,47.0,50.0,59.0,60.0,96.0,45.0,80.0,72.0,3,3,2,3,3,3
cheese_4067f267dd65,mozzarella,plant_based,1,7.67,41.0,45.0,50.0,,26.0,49.0,45.0,82.0,2,1,2,4,2,4
cheese_f34aeae408f1,feta,plant_based,1,5.0,40.0,33.0,76.0,23.0,52.0,39.0,77.0,53.0,3,3,4,3,3,2
cheese_2d6496a6c601,mozzarella,dairy,2,7.67,30.0,15.0,61.0,16.0,58.0,24.0,53.0,8.0,2,2,2,2,3,4
cheese_e138bbe3962d,mozzarella,dairy,2,9.0,42.0,59.0,69.0,,,,,,3,3,3,3,3,3
cheese_902d79d7c012,feta,plant_based,2,5.0,24.0,17.0,72.0,0.0,90.0,70.0,100.0,94.0,3,3,3,3,3,4
cheese_4e3bbe1a9f94,cheddar,plant_based,1,3.67,59.0,51.0,44.0,27.0,,,45.0,65.0,3,4,1,2,1,3
cheese_29d837309e14,cheddar,plant_based,2,3.67,70.0,52.0,11.0,81.0,50.0,12.0,30.0,40.0,3,2,1,1,1,2
cheese_6733c5dc2323,feta,dairy,1,6.33,,,,,,,,13.0,3,2,3,3,4,3
cheese_9ec1f5799aa2,mozzarella,dairy,2,6.33,71.0,16.0,49.0,19.0,85.0,89.0,59.0,89.0,3,3,3,3,3,3
cheese_0bf7f0576719,mozzarella,dairy,2,9.0,41.0,30.0,72.0,28.0,100.0,57.0,99.0,71.0,3,3,2,2,3,3
cheese_4238a0edc1fb,mozzarella,dairy,2,9.0,29.0,8.0,25.0,,80.0,54.0,75.0,4.0,2,3,3,3,3,3
cheese_7b89e21b5e2d,cheddar,dairy,1,6.33,23.0,34.0,,,77.0,31.0,64.0,82.0,3,4,3,3,3,3
cheese_1accf4e505a2,mozzarella,dairy,2,9.0,55.0,14.0,48.0,7.0,97.0,52.0,93.0,31.0,2,3,3,3,3,3
cheese_41952e006780,mozzarella,dairy,2,6.33,63.0,44.0,55.0,16.0,89.0,79.0,71.0,50.0,4,3,3,3,1,3
cheese_320a6c2477c7,mozzarella,dairy,2,3.67,19.0,4.0,84.0,0.0,90.0,100.0,73.0,100.0,3,3,2,4,3,3
cheese_f44974712f2d,feta,dairy,2,9.0,60.0,37.0,93.0,27.0,100.0,68.0,100.0,93.0,3,3,3,3,3,4
cheese_c8e588f75ba3,cheddar,dairy,1,7.67,55.0,53.0,21.0,15.0,50.0,50.0,74.0,48.0,3,2,3,3,3,3
cheese_ee066e8f87a8,cheddar,dairy,1,2.33,65.0,36.0,85.0,52.0,96.0,42.0,79.0,42.0,3,3,3,3,3,4
cheese_be77e6396ba6,feta,plant_based,1,7.67,38.0,40.0,67.0,16.0,48.0,28.0,77.0,52.0,3,3,5,3,3,3
cheese_56978fa7ccf6,mozzarella,dairy,1,9.0,40.0,51.0,60.0,3.0,100.0,52.0,100.0,46.0,4,3,3,3,3,2
cheese_bf38f4457309,mozzarella,plant_based,1,7.67,91.0,80.0,66.0,,,81.0,10.0,80.0,4,4,2,4,1,3
cheese_322e4ddf2517,cheddar,dairy,1,6.33,48.0,31.0,56.0,77.0,87.0,100.0,72.0,91.0,3,4,3,4,3,3
cheese_23b6ac1c9db1,feta,plant_based,2,5.0,14.0,15.0,23.0,11.0,35.0,48.0,30.0,64.0,3,3,2,2,2,2
cheese_0379abaecd07,cheddar,dairy,1,9.0,60.0,50.0,47.0,10.0,99.0,48.0,100.0,54.0,3,3,3,3,3,3
cheese_4be56c83d342,cheddar,plant_based,2,6.33,40.0,66.0,7.0,24.0,,,,,3,2,3,2,1,3
cheese_fca5a84a7d38,feta,dairy,1,5.0,54.0,28.0,47.0,12.0,71.0,42.0,60.0,82.0,3,2,2,2,2,2
cheese_6d9d1f2a4d79,feta,dairy,1,9.0,57.0,37.0,91.0,23.0,100.0,74.0,98.0,93.0,3,3,3,3,3,4
cheese_d81137cbc7ed,feta,dairy,2,6.33,,,,,,,,18.0,3,2,3,3,3,3
cheese_b1708bac7171,mozzarella,plant_based,2,1.0,65.0,100.0,53.0,40.0,73.0,35.0,32.0,,5,1,3,1,2,1
cheese_844e2e32d136,mozzarella,plant_based,2,1.0,3.0,43.0,11.0,77.0,47.0,14.0,26.0,67.0,1,1,4,3,3,2
cheese_156ce8fa89a2,feta,dairy,1,5.0,50.0,36.0,56.0,7.0,67.0,49.0,74.0,79.0,3,2,4,3,2,3
cheese_8b68848be2ca,cheddar,dairy,1,7.67,71.0,43.0,64.0,14.0,97.0,53.0,92.0,55.0,2,4,3,3,3,4
cheese_5a8282435978,cheddar,dairy,1,9.0,7.0,31.0,51.0,59.0,93.0,98.0,98.0,46.0,3,3,3,3,3,3
cheese_047a80c02a5f,feta,plant_based,2,9.0,,,100.0,,93.0,86.0,100.0,84.0,1,5,3,3,2,3
cheese_7f755e1efbab,cheddar,plant_based,2,1.0,,35.0,,,,,,,1,1,3,2,2,1
cheese_f22e95e25191,mozzarella,plant_based,2,6.33,61.0,33.0,91.0,64.0,9.0,55.0,59.0,79.0,3,2,3,3,3,3
cheese_6bc8763c116a,mozzarella,plant_based,1,6.33,47.0,46.0,55.0,,33.0,52.0,45.0,78.0,2,3,2,3,2,4
cheese_2b7ea2bd2674,feta,plant_based,1,9.0,38.0,31.0,74.0,27.0,38.0,44.0,77.0,46.0,2,3,4,3,3,3
cheese_c67486988d1f,feta,plant_based,2,5.0,15.0,7.0,87.0,46.0,51.0,51.0,49.0,92.0,1,4,4,4,4,5
cheese_e329fc542a08,mozzarella,dairy,1,6.33,83.0,30.0,69.0,36.0,83.0,76.0,96.0,82.0,2,4,3,3,3,4
cheese_a588f8e8f56c,feta,dairy,1,5.0,25.0,21.0,72.0,0.0,88.0,59.0,71.0,83.0,3,3,3,3,3,4
cheese_3b235f2ae60e,feta,plant_based,1,1.0,17.0,16.0,79.0,42.0,46.0,43.0,49.0,100.0,1,4,4,4,4,5
cheese_87afe9f037e4,cheddar,dairy,2,9.0,63.0,35.0,58.0,47.0,71.0,82.0,77.0,68.0,2,3,3,4,3,3
cheese_068ee476204c,feta,plant_based,2,2.33,18.0,0.0,58.0,13.0,40.0,15.0,51.0,1.0,1,4,3,2,2,4
cheese_c58eb28d4d17,cheddar,plant_based,2,1.0,60.0,63.0,9.0,83.0,,0.0,30.0,49.0,4,1,3,2,2,1
cheese_068ee476204c,feta,dairy,1,7.67,,,,,,,,25.0,3,2,3,3,3,3
cheese_bc6e77ae3e95,feta,plant_based,2,5.0,1.0,13.0,8.0,0.0,,26.0,0.0,95.0,5,1,2,1,1,1
cheese_1c31726b2c9a,feta,plant_based,1,9.0,41.0,28.0,91.0,56.0,54.0,60.0,60.0,35.0,4,2,2,3,3,3
cheese_94ecad50e1ea,cheddar,dairy,1,7.67,100.0,39.0,100.0,,90.0,90.0,80.0,78.0,3,3,3,3,2,3
cheese_499dc452f66f,feta,dairy,2,6.33,60.0,30.0,42.0,11.0,72.0,51.0,62.0,75.0,3,2,3,3,2,3
cheese_edef710320a7,cheddar,dairy,1,9.0,29.0,43.0,26.0,16.0,100.0,73.0,100.0,27.0,3,3,3,3,3,3
cheese_8a5319635ef2,cheddar,plant_based,2,6.33,39.0,30.0,18.0,51.0,49.0,11.0,42.0,23.0,4,2,3,2,3,2
cheese_d6a4268cc97e,mozzarella,dairy,2,5.0,39.0,18.0,16.0,11.0,96.0,73.0,64.0,67.0,3,2,2,2,3,3
cheese_72095beaf7e8,cheddar,plant_based,1,5.0,14.0,11.0,69.0,3.0,51.0,44.0,33.0,67.0,3,2,2,3,1,3
cheese_62d4f6a6e3aa,cheddar,dairy,1,9.0,72.0,60.0,61.0,30.0,95.0,81.0,100.0,71.0,3,3,3,3,2,4
cheese_724e31312a29,mozzarella,dairy,1,9.0,50.0,50.0,50.0,2.0,100.0,50.0,100.0,50.0,3,3,3,3,3,3
cheese_e37adb3e679a,cheddar,dairy,2,9.0,67.0,50.0,89.0,49.0,94.0,57.0,76.0,43.0,3,4,3,3,3,4
cheese_0dd29d69444b,cheddar,dairy,2,5.0,47.0,36.0,60.0,49.0,66.0,84.0,80.0,74.0,2,3,3,4,3,3
cheese_de4e76f8c9ff,mozzarella,dairy,1,9.0,60.0,21.0,82.0,7.0,100.0,73.0,100.0,74.0,3,3,3,3,3,3
cheese_5200a0e20b17,cheddar,dairy,1,2.33,51.0,48.0,10.0,12.0,43.0,58.0,79.0,45.0,3,2,3,3,3,3
cheese_ac2f7a4332d4,feta,plant_based,1,9.0,,,96.0,,94.0,87.0,100.0,85.0,1,5,3,3,3,3
cheese_05030e1ad4ce,cheddar,plant_based,1,2.33,45.0,63.0,10.0,79.0,,11.0,30.0,49.0,4,1,3,2,2,1
cheese_5a8282435978,cheddar,plant_based,2,5.0,54.0,62.0,13.0,79.0,,8.0,30.0,47.0,4,1,3,2,2,1
cheese_db02ec5dbb82,cheddar,dairy,2,3.67,50.0,51.0,53.0,10.0,98.0,50.0,100.0,45.0,3,3,3,3,3,3
cheese_6c270ad0fdea,feta,plant_based,2,9.0,40.0,43.0,70.0,7.0,48.0,42.0,77.0,63.0,3,3,4,3,3,3
cheese_897f6dd494ad,feta,plant_based,1,1.0,52.0,15.0,61.0,73.0,68.0,49.0,21.0,87.0,1,3,3,3,4,4
cheese_7f45c4456120,feta,dairy,1,9.0,56.0,34.0,71.0,60.0,78.0,68.0,70.0,57.0,3,3,4,3,4,4
cheese_fa8abe6cedf2,mozzarella,dairy,1,9.0,58.0,31.0,39.0,16.0,64.0,27.0,60.0,19.0,2,3,2,3,2,3
cheese_6d7b15d4952a,mozzarella,plant_based,2,9.0,58.0,32.0,95.0,65.0,3.0,52.0,59.0,76.0,3,2,3,3,3,2
cheese_9608a626f3e4,feta,dairy,1,9.0,26.0,31.0,41.0,13.0,100.0,53.0,74.0,23.0,3,3,3,3,3,3
cheese_dc3538d4659e,mozzarella,plant_based,2,2.33,20.0,51.0,36.0,64.0,36.0,25.0,29.0,31.0,4,1,2,2,3,2
cheese_1c31726b2c9a,feta,dairy,2,6.33,29.0,60.0,77.0,35.0,78.0,42.0,86.0,23.0,3,3,2,3,3,3
cheese_edab4b9fea4d,mozzarella,plant_based,2,3.67,64.0,35.0,68.0,24.0,40.0,66.0,28.0,72.0,3,2,3,3,2,3
cheese_f1b38894f88c,mozzarella,dairy,2,6.33,74.0,69.0,28.0,28.0,92.0,94.0,88.0,93.0,3,3,3,3,4,3
cheese_84ccf74a728d,feta,dairy,1,1.0,,,,,,,,16.0,3,2,2,3,3,3
cheese_f1b38894f88c,mozzarella,plant_based,1,5.0,36.0,33.0,32.0,61.0,18.0,49.0,59.0,80.0,2,3,3,2,3,2
cheese_3084ae4a9743,mozzarella,dairy,2,9.0,47.0,48.0,82.0,6.0,87.0,85.0,59.0,74.0,3,4,3,4,3,3
cheese_363620031065,cheddar,plant_based,1,9.0,54.0,53.0,56.0,38.0,68.0,67.0,66.0,69.0,3,5,3,4,4,4
cheese_25f7bac1c578,mozzarella,plant_based,1,6.33,38.0,43.0,43.0,46.0,50.0,51.0,46.0,42.0,4,3,3,2,3,3
cheese_efec2aa93b54,feta,dairy,2,9.0,26.0,26.0,70.0,8.0,84.0,62.0,83.0,83.0,4,4,3,3,3,3
cheese_9eeef5ec7a43,feta,plant_based,1,7.67,15.0,15.0,30.0,12.0,35.0,35.0,30.0,70.0,3,3,2,2,2,3
cheese_3b1703ef1227,cheddar,plant_based,2,1.0,49.0,54.0,6.0,91.0,,14.0,30.0,47.0,4,1,3,2,2,1
cheese_1f208ca0e30f,cheddar,dairy,1,9.0,56.0,57.0,40.0,5.0,83.0,52.0,78.0,48.0,3,3,2,3,3,3
cheese_ba3449ec8f6f,cheddar,plant_based,1,2.33,94.0,68.0,36.0,79.0,31.0,40.0,37.0,32.0,4,1,2,3,4,2
cheese_8a3a93b7f236,feta,dairy,1,9.0,10.0,31.0,3.0,73.0,42.0,13.0,100.0,14.0,3,3,3,3,3,3
cheese_c58eb28d4d17,cheddar,dairy,1,9.0,18.0,29.0,53.0,60.0,94.0,100.0,100.0,54.0,3,2,2,4,3,3
cheese_d71e5c33c280,cheddar,plant_based,1,9.0,70.0,63.0,62.0,40.0,63.0,19.0,68.0,19.0,4,2,3,2,2,3
cheese_4f856941e4f4,mozzarella,dairy,1,7.67,54.0,27.0,45.0,6.0,91.0,66.0,78.0,14.0,2,3,2,3,3,3
cheese_d81137cbc7ed,feta,plant_based,1,5.0,13.0,9.0,63.0,10.0,30.0,15.0,51.0,5.0,2,4,3,2,2,4
cheese_31bf002f2343,cheddar,dairy,1,3.67,26.0,23.0,81.0,16.0,36.0,32.0,55.0,86.0,1,3,3,3,3,3
cheese_275e0250d365,cheddar,plant_based,2,6.33,45.0,39.0,33.0,34.0,52.0,12.0,42.0,22.0,4,2,3,2,3,2
cheese_e8563e6ef8fe,mozzarella,plant_based,2,6.33,0.0,,0.0,100.0,,3.0,3.0,,1,1,1,1,1,1
cheese_f6a7bfdcc83e,cheddar,plant_based,1,5.0,63.0,71.0,60.0,76.0,10.0,26.0,7.0,55.0,4,1,2,3,1,3
cheese_0bd0b024dcea,mozzarella,plant_based,2,7.67,64.0,29.0,95.0,72.0,14.0,51.0,59.0,81.0,3,2,3,3,2,4
cheese_ea2d614d6392,mozzarella,dairy,1,9.0,79.0,70.0,29.0,24.0,85.0,96.0,93.0,81.0,3,3,4,3,3,3
cheese_8f9484c4e050,feta,plant_based,2,1.0,49.0,87.0,56.0,82.0,15.0,30.0,14.0,78.0,5,1,2,1,5,4
cheese_ec8d26dbfb16,cheddar,dairy,2,6.33,33.0,45.0,21.0,16.0,100.0,67.0,100.0,31.0,3,3,3,3,3,3
cheese_edef710320a7,cheddar,plant_based,2,3.67,38.0,44.0,46.0,16.0,16.0,30.0,13.0,44.0,3,2,2,3,2,3
cheese_dec7738e8f85,cheddar,plant_based,1,5.0,32.0,70.0,39.0,68.0,30.0,28.0,31.0,18.0,4,2,2,2,3,2
cheese_7130ea7979d5,mozzarella,plant_based,2,3.67,3.0,0.0,100.0,4.0,93.0,68.0,86.0,94.0,2,5,3,3,3,5
cheese_4bb37e515412,cheddar,dairy,1,9.0,50.0,50.0,50.0,9.0,100.0,49.0,100.0,50.0,3,3,3,3,3,3
cheese_e1157fec0ee7,mozzarella,dairy,1,9.0,29.0,32.0,21.0,14.0,94.0,53.0,64.0,69.0,3,2,2,3,2,3
cheese_e138bbe3962d,mozzarella,plant_based,1,7.67,54.0,50.0,58.0,66.0,57.0,69.0,58.0,67.0,4,2,1,2,2,2
cheese_89259c44e93f,mozzarella,plant_based,1,5.0,,,30.0,,19.0,100.0,42.0,100.0,2,5,5,5,1,5
cheese_89259c44e93f,mozzarella,dairy,2,6.33,86.0,37.0,67.0,36.0,80.0,79.0,90.0,86.0,2,4,3,3,3,3
cheese_3745fef15174,feta,plant_based,1,5.0,45.0,27.0,92.0,63.0,60.0,56.0,60.0,32.0,4,2,2,3,3,3
cheese_766085bdafa3,cheddar,plant_based,2,1.0,22.0,11.0,75.0,10.0,28.0,19.0,30.0,96.0,1,1,2,1,1,1
cheese_156ce8fa89a2,feta,plant_based,2,1.0,53.0,89.0,50.0,86.0,19.0,26.0,14.0,78.0,5,1,2,1,5,4
cheese_c0cd2b8187b5,feta,plant_based,1,6.33,38.0,35.0,74.0,21.0,46.0,24.0,77.0,52.0,4,3,4,3,3,3
cheese_61a499011d86,feta,dairy,2,6.33,50.0,31.0,89.0,38.0,91.0,66.0,100.0,92.0,2,3,3,3,3,4
cheese_531d019b672d,feta,plant_based,2,6.33,18.0,9.0,35.0,12.0,38.0,30.0,30.0,62.0,3,3,2,3,2,3
cheese_52a218d356dc,mozzarella,plant_based,2,2.33,7.0,,3.0,100.0,,0.0,3.0,,1,1,1,1,1,1
cheese_381b6f0efe57,mozzarella,plant_based,2,9.0,62.0,53.0,53.0,58.0,55.0,68.0,58.0,69.0,4,2,1,2,2,2
cheese_b7d6e72dfb85,mozzarella,dairy,2,9.0,57.0,36.0,27.0,16.0,60.0,30.0,53.0,17.0,2,3,2,3,2,3
cheese_773b0b549aae,feta,plant_based,2,6.33,9.0,25.0,66.0,58.0,35.0,51.0,47.0,43.0,3,2,3,2,3,2
cheese_fdbde28dfec8,cheddar,dairy,1,9.0,23.0,14.0,64.0,5.0,89.0,77.0,91.0,82.0,3,3,3,3,3,3
cheese_efec2aa93b54,feta,plant_based,1,9.0,6.0,15.0,69.0,0.0,91.0,66.0,100.0,89.0,3,3,3,3,3,4
cheese_87afe9f037e4,cheddar,plant_based,1,6.33,85.0,67.0,39.0,73.0,29.0,38.0,37.0,45.0,4,1,2,2,4,2
cheese_1733b2edc2d5,feta,plant_based,2,5.0,,,100.0,27.0,42.0,67.0,7.0,95.0,1,2,4,2,4,5
cheese_f577211be597,mozzarella,dairy,2,9.0,28.0,16.0,68.0,0.0,58.0,13.0,48.0,13.0,2,2,2,2,3,4
cheese_e8563e6ef8fe,mozzarella,dairy,1,9.0,45.0,,47.0,,100.0,88.0,92.0,48.0,3,3,3,3,3,3
cheese_c54a86b4917f,mozzarella,dairy,1,7.67,71.0,78.0,84.0,83.0,74.0,82.0,69.0,88.0,3,4,4,4,5,4
cheese_265afb3681f2,feta,plant_based,2,9.0,18.0,16.0,70.0,9.0,95.0,69.0,100.0,95.0,3,3,3,3,3,4
cheese_7c005c303484,feta,plant_based,2,6.33,0.0,4.0,79.0,6.0,87.0,62.0,81.0,100.0,1,3,2,4,2,3
cheese_dc2f8bfdd32b,cheddar,plant_based,2,3.67,14.0,11.0,67.0,17.0,37.0,19.0,30.0,94.0,1,1,2,1,1,1
cheese_de4e76f8c9ff,mozzarella,plant_based,2,5.0,69.0,28.0,63.0,22.0,46.0,68.0,28.0,67.0,3,2,3,3,3,3
cheese_5c736a951aa5,mozzarella,plant_based,2,2.33,14.0,42.0,34.0,63.0,34.0,19.0,29.0,29.0,4,1,2,2,3,2
cheese_0dd29d69444b,cheddar,plant_based,1,6.33,82.0,76.0,27.0,81.0,31.0,34.0,37.0,49.0,4,1,2,2,4,2
cheese_4edb104b71d3,mozzarella,plant_based,2,1.0,7.0,46.0,0.0,81.0,41.0,12.0,26.0,72.0,1,1,4,3,4,2
cheese_5200a0e20b17,cheddar,plant_based,2,3.67,11.0,51.0,13.0,46.0,18.0,0.0,31.0,44.0,2,1,2,2,2,3
cheese_374bd74a122a,feta,plant_based,1,5.0,33.0,23.0,70.0,36.0,69.0,63.0,61.0,38.0,3,3,3,3,3,3
cheese_ba3449ec8f6f,cheddar,dairy,2,6.33,58.0,37.0,64.0,57.0,67.0,82.0,74.0,67.0,3,3,2,4,3,4
cheese_82e91301b37b,mozzarella,dairy,1,9.0,51.0,40.0,63.0,25.0,90.0,62.0,100.0,64.0,3,3,3,3,3,3
