sample_id,product,angular_frequency,storage_modulus,loss_modulus,tan_delta,temperature
cheese_rheo_0ce8e929e697,dairy_mozzarella,0.798103,190901,63940.4,0.334941,25
cheese_rheo_4746b314b0d2,dairy_cheddar,0.159243,450443,161666.0,0.358905,25
cheese_rheo_efba4e3bce95,dairy_cheddar,4.00003,809434,269567.0,0.333031,25
cheese_rheo_2d5fd8e35091,dairy_feta,7.98103,1498890,440580.0,0.293938,25
cheese_rheo_ea72985b5acd,plant_mozzarella,5.03577,453291,59223.1,0.130651,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.100476,192978,89351.1,0.463013,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.100476,494292,181867.0,0.367933,25
cheese_rheo_882c53b17985,dairy_mozzarella,40.0,358379,135266.0,0.377437,25
cheese_rheo_c8b760392806,plant_feta,20.0475,316386,57812.2,0.182727,25
cheese_rheo_9e358f6dde22,dairy_feta,10.0476,888885,275150.0,0.309545,25
cheese_rheo_9e358f6dde22,dairy_feta,40.0,1172030,391120.0,0.333712,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.398107,375118,51916.9,0.138402,25
cheese_rheo_80ff05481ad9,plant_feta,25.2383,528247,443572.0,0.839705,25
cheese_rheo_e594cc002175,plant_mozzarella,0.159243,355389,70165.9,0.197434,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,0.4,209217,72144.5,0.344832,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.317731,229955,114170.0,0.496488,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.4,454501,164406.0,0.36173,25
cheese_rheo_882c53b17985,dairy_mozzarella,3.17733,268423,83143.9,0.309749,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,12.6492,341505,111700.0,0.32708,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,7.98103,481713,74464.0,0.154582,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,1.26491,205830,67466.0,0.327776,25
cheese_rheo_887f199562ea,dairy_cheddar,0.317731,389399,148655.0,0.381756,25
cheese_rheo_c8b760392806,plant_feta,15.9242,317172,58890.8,0.185675,25
cheese_rheo_ba444256711d,dairy_feta,0.200475,1039410,299758.0,0.288392,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,3.17733,285124,91578.0,0.321187,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.503572,357739,131491.0,0.367561,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,12.6492,347427,114540.0,0.329682,25
cheese_rheo_b383986cc83e,plant_cheddar,4.00003,459158,39946.0,0.0869983,25
cheese_rheo_ea0a03a926f1,plant_cheddar,40.0,479707,46187.4,0.0962824,25
cheese_rheo_ba444256711d,dairy_feta,15.9242,2109300,644987.0,0.305782,25
cheese_rheo_8c9adf1d7529,plant_cheddar,6.30957,420228,55802.6,0.132791,25
cheese_rheo_b383986cc83e,plant_cheddar,40.0,490120,54072.9,0.110326,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,31.7731,436396,83741.1,0.191892,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,6.33961,307110,97529.0,0.317571,25
cheese_rheo_ea72985b5acd,plant_mozzarella,0.4,413104,54695.6,0.132402,25
cheese_rheo_c8b760392806,plant_feta,1.00476,287471,64594.0,0.224697,25
cheese_rheo_887f199562ea,dairy_cheddar,12.6492,531996,235116.0,0.44195,25
cheese_rheo_caf5fd7a2800,plant_feta,20.0475,265793,213106.0,0.801772,25
cheese_rheo_3d3025531656,dairy_mozzarella,0.159243,199595,71190.6,0.356675,25
cheese_rheo_2d5fd8e35091,dairy_feta,2.52384,1240890,357543.0,0.288133,25
cheese_rheo_efba4e3bce95,dairy_cheddar,2.00475,741357,247332.0,0.333621,25
cheese_rheo_8c9adf1d7529,plant_cheddar,31.623,455875,58734.4,0.128839,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,0.100476,379842,68101.4,0.179289,25
cheese_rheo_7236086d1bf4,dairy_cheddar,10.0476,706771,248579.0,0.351711,25
cheese_rheo_f999dd55b81a,plant_mozzarella,5.03577,624332,86330.1,0.138276,25
cheese_rheo_ba444256711d,dairy_feta,2.52384,1564420,459335.0,0.293614,25
cheese_rheo_1bc1642eb7eb,plant_feta,31.7731,419983,173477.0,0.413057,25
cheese_rheo_c8b760392806,plant_feta,0.503572,281135,66775.5,0.237521,25
cheese_rheo_4e2a0a130dcc,dairy_feta,6.33961,1412280,417021.0,0.295282,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,1.26491,401208,145208.0,0.361928,25
cheese_rheo_ba444256711d,dairy_feta,0.1,910670,265253.0,0.291273,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,0.100476,135064,52671.5,0.389975,25
cheese_rheo_f999dd55b81a,plant_mozzarella,7.98103,637453,88584.8,0.138967,25
cheese_rheo_80ff05481ad9,plant_feta,1.26491,349697,332483.0,0.950774,25
cheese_rheo_ffe0014387aa,plant_cheddar,6.30957,330634,65859.0,0.19919,25
cheese_rheo_ffe0014387aa,plant_cheddar,31.623,356157,62056.8,0.17424,25
cheese_rheo_b383986cc83e,plant_cheddar,1.59243,446083,36765.9,0.0824194,25
cheese_rheo_caf5fd7a2800,plant_feta,2.00475,174204,160385.0,0.920675,25
cheese_rheo_4e2a0a130dcc,dairy_feta,5.03577,1360860,399400.0,0.29349,25
cheese_rheo_3d3025531656,dairy_mozzarella,0.126491,191960,70081.7,0.365085,25
cheese_rheo_ffe0014387aa,plant_cheddar,0.251189,298393,68532.8,0.229673,25
cheese_rheo_ba444256711d,dairy_feta,31.7731,2371730,754101.0,0.317953,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,5.03577,475839,172218.0,0.361926,25
cheese_rheo_3d3025531656,dairy_mozzarella,3.17733,315010,99224.1,0.314988,25
cheese_rheo_3d3025531656,dairy_mozzarella,25.2383,408298,144005.0,0.352695,25
cheese_rheo_8c9adf1d7529,plant_cheddar,1.25892,390300,52652.1,0.134902,25
cheese_rheo_ea0a03a926f1,plant_cheddar,3.17733,458729,35352.0,0.0770652,25
cheese_rheo_ba444256711d,dairy_feta,0.159243,999672,287048.0,0.287142,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.252383,327597,123421.0,0.376747,25
cheese_rheo_80ff05481ad9,plant_feta,4.00003,401935,374767.0,0.932408,25
cheese_rheo_caf5fd7a2800,plant_feta,0.503572,140038,131655.0,0.940134,25
cheese_rheo_480b1108b018,dairy_feta,10.0476,1471840,456738.0,0.310318,25
cheese_rheo_7236086d1bf4,dairy_cheddar,12.6492,727894,257614.0,0.353917,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,0.317731,383453,69211.2,0.180495,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.1,191292,85496.3,0.446941,25
cheese_rheo_480b1108b018,dairy_feta,0.126491,720979,213677.0,0.296371,25
cheese_rheo_2d5fd8e35091,dairy_feta,10.0476,1556860,460292.0,0.295655,25
cheese_rheo_caf5fd7a2800,plant_feta,0.633961,145119,136644.0,0.9416,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.317731,338275,125664.0,0.371485,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.252383,179002,61225.0,0.342035,25
cheese_rheo_ea0a03a926f1,plant_cheddar,10.0476,472012,39257.1,0.0831697,25
cheese_rheo_b383986cc83e,plant_cheddar,1.00476,440777,35635.4,0.0808468,25
cheese_rheo_8c9adf1d7529,plant_cheddar,2.51189,401735,54206.6,0.134931,25
cheese_rheo_887f199562ea,dairy_cheddar,15.9242,542174,244575.0,0.451101,25
cheese_rheo_480b1108b018,dairy_feta,5.03577,1312600,399574.0,0.304413,25
cheese_rheo_6c53f905caa7,plant_feta,5.03577,356037,316398.0,0.888666,25
cheese_rheo_f999dd55b81a,plant_mozzarella,1.59243,596239,81193.8,0.136176,25
cheese_rheo_caf5fd7a2800,plant_feta,0.1,132416,97461.4,0.736021,25
cheese_rheo_ffe0014387aa,plant_cheddar,79.4327,339256,59667.7,0.175878,25
cheese_rheo_c8b760392806,plant_feta,40.0,290985,54347.3,0.18677,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,1.59243,257131,83515.1,0.324795,25
cheese_rheo_1bc1642eb7eb,plant_feta,6.33961,341356,154272.0,0.451939,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,0.317731,187869,64012.7,0.34073,25
cheese_rheo_4e15653d79b9,plant_cheddar,10.0476,487341,45645.4,0.0936621,25
cheese_rheo_4e2a0a130dcc,dairy_feta,20.0475,1719830,532826.0,0.309814,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,0.159243,145049,55049.2,0.379521,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.126491,384575,146658.0,0.381351,25
cheese_rheo_ea72985b5acd,plant_mozzarella,0.798103,422098,54878.9,0.130015,25
cheese_rheo_480b1108b018,dairy_feta,1.00476,1021450,303197.0,0.296829,25
cheese_rheo_b383986cc83e,plant_cheddar,0.126491,424366,36183.0,0.0852637,25
cheese_rheo_ea0a03a926f1,plant_cheddar,15.9242,477255,41268.9,0.0864715,25
cheese_rheo_8c9adf1d7529,plant_cheddar,3.16229,406302,54862.5,0.135029,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,0.126491,427280,63902.4,0.149556,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,0.1,169436,64644.0,0.381525,25
cheese_rheo_4e15653d79b9,plant_cheddar,12.6492,491922,47405.5,0.096368,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.100476,425428,33704.0,0.0792238,25
cheese_rheo_4e15653d79b9,plant_cheddar,1.59243,456386,36047.4,0.0789843,25
cheese_rheo_8c9adf1d7529,plant_cheddar,39.8105,458256,59205.0,0.129196,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,20.0475,309078,105198.0,0.340362,25
cheese_rheo_4e15653d79b9,plant_cheddar,6.33961,478156,42493.7,0.0888698,25
cheese_rheo_80ff05481ad9,plant_feta,2.00475,368113,349369.0,0.94908,25
cheese_rheo_2d5fd8e35091,dairy_feta,2.00475,1196630,343640.0,0.287172,25
cheese_rheo_2d5fd8e35091,dairy_feta,1.00476,1070840,305434.0,0.285229,25
cheese_rheo_8c9adf1d7529,plant_cheddar,7.94327,425277,56063.4,0.131828,25
cheese_rheo_f999dd55b81a,plant_mozzarella,20.0475,662107,92657.1,0.139943,25
cheese_rheo_c8b760392806,plant_feta,2.00475,295504,63474.2,0.2148,25
cheese_rheo_ba444256711d,dairy_feta,0.503572,1213770,349977.0,0.288338,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,1.00476,389657,141921.0,0.36422,25
cheese_rheo_9e358f6dde22,dairy_feta,20.0475,1017700,323280.0,0.317658,25
cheese_rheo_887f199562ea,dairy_cheddar,0.100476,344817,132789.0,0.3851,25
cheese_rheo_882c53b17985,dairy_mozzarella,2.52384,259767,80311.6,0.309167,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,5.03577,296230,93644.2,0.31612,25
cheese_rheo_8c9adf1d7529,plant_cheddar,100.0,430078,61296.8,0.142525,25
cheese_rheo_caf5fd7a2800,plant_feta,1.00476,155427,145822.0,0.938207,25
cheese_rheo_ea0a03a926f1,plant_cheddar,6.33961,466812,37688.9,0.0807367,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,0.503572,177449,60966.8,0.343572,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,6.33961,477344,73283.6,0.153524,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,0.503572,386003,69133.4,0.179101,25
cheese_rheo_ffe0014387aa,plant_cheddar,12.5892,342689,64391.6,0.187901,25
cheese_rheo_2d5fd8e35091,dairy_feta,4.00003,1337990,388339.0,0.290242,25
cheese_rheo_ea72985b5acd,plant_mozzarella,1.59243,432557,55771.2,0.128934,25
cheese_rheo_ffe0014387aa,plant_cheddar,1.25892,305513,66760.4,0.218519,25
cheese_rheo_e594cc002175,plant_mozzarella,1.26491,372998,73176.9,0.196186,25
cheese_rheo_ba444256711d,dairy_feta,40.0,2466890,801142.0,0.324758,25
cheese_rheo_caf5fd7a2800,plant_feta,0.159243,129635,110833.0,0.854962,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,6.33961,262606,84631.5,0.322276,25
cheese_rheo_3d3025531656,dairy_mozzarella,4.00003,325307,102441.0,0.314907,25
cheese_rheo_4e15653d79b9,plant_cheddar,25.2383,506046,54215.7,0.107136,25
cheese_rheo_ea0a03a926f1,plant_cheddar,0.159243,432325,33343.1,0.0771252,25
cheese_rheo_9e358f6dde22,dairy_feta,0.252383,456922,137619.0,0.301188,25
cheese_rheo_caf5fd7a2800,plant_feta,25.2383,277465,217306.0,0.783183,25
cheese_rheo_80ff05481ad9,plant_feta,12.6492,473346,420094.0,0.887498,25
cheese_rheo_ea72985b5acd,plant_mozzarella,31.7731,483082,64500.6,0.133519,25
cheese_rheo_887f199562ea,dairy_cheddar,40.0,568852,291195.0,0.5119,25
cheese_rheo_7236086d1bf4,dairy_cheddar,3.17733,605061,209459.0,0.346179,25
cheese_rheo_4746b314b0d2,dairy_cheddar,5.03577,657106,237251.0,0.361054,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.798103,261427,128762.0,0.492536,25
cheese_rheo_887f199562ea,dairy_cheddar,31.7731,568429,280027.0,0.492633,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,3.17733,408727,74148.6,0.181413,25
cheese_rheo_e594cc002175,plant_mozzarella,7.98103,406881,79924.8,0.196433,25
cheese_rheo_ea72985b5acd,plant_mozzarella,10.0476,467934,61805.7,0.132082,25
cheese_rheo_b383986cc83e,plant_cheddar,0.252383,429601,34998.6,0.0814677,25
cheese_rheo_9e358f6dde22,dairy_feta,1.00476,585701,176438.0,0.301243,25
cheese_rheo_ea0a03a926f1,plant_cheddar,0.317731,437179,32234.8,0.0737336,25
cheese_rheo_2d5fd8e35091,dairy_feta,1.59243,1153670,330618.0,0.28658,25
cheese_rheo_2d5fd8e35091,dairy_feta,0.4,922422,261022.0,0.282975,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.126491,198207,95657.1,0.482613,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,7.98103,425185,78079.2,0.183636,25
cheese_rheo_f999dd55b81a,plant_mozzarella,2.52384,606324,82894.4,0.136716,25
cheese_rheo_8c9adf1d7529,plant_cheddar,5.01186,415414,55641.0,0.133941,25
cheese_rheo_8c9adf1d7529,plant_cheddar,50.119,458229,59661.1,0.130199,25
cheese_rheo_4746b314b0d2,dairy_cheddar,0.252383,477454,169957.0,0.355965,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,12.6492,490003,76642.5,0.156412,25
cheese_rheo_3d3025531656,dairy_mozzarella,0.100476,184190,68103.4,0.369745,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.200475,433180,33331.3,0.0769456,25
cheese_rheo_b383986cc83e,plant_cheddar,3.17733,455094,38890.7,0.0854563,25
cheese_rheo_8c9adf1d7529,plant_cheddar,1.99526,397544,53784.6,0.135292,25
cheese_rheo_4e2a0a130dcc,dairy_feta,3.17733,1264320,366868.0,0.290171,25
cheese_rheo_e594cc002175,plant_mozzarella,0.100476,356546,69254.6,0.194238,25
cheese_rheo_2d5fd8e35091,dairy_feta,5.03577,1389780,404882.0,0.291329,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,0.252383,196175,69498.9,0.35427,25
cheese_rheo_1bc1642eb7eb,plant_feta,1.59243,285540,137296.0,0.48083,25
cheese_rheo_4746b314b0d2,dairy_cheddar,2.00475,598374,210345.0,0.351528,25
cheese_rheo_b383986cc83e,plant_cheddar,2.52384,451727,37960.8,0.0840349,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,0.503572,437291,65037.6,0.148728,25
cheese_rheo_f999dd55b81a,plant_mozzarella,0.633961,579879,79851.3,0.137703,25
cheese_rheo_e594cc002175,plant_mozzarella,12.6492,416218,81135.2,0.194935,25
cheese_rheo_2d5fd8e35091,dairy_feta,20.0475,1749900,530124.0,0.302945,25
cheese_rheo_887f199562ea,dairy_cheddar,25.2383,560777,266490.0,0.475216,25
cheese_rheo_480b1108b018,dairy_feta,0.252383,815516,239869.0,0.294131,25
cheese_rheo_ea0a03a926f1,plant_cheddar,12.6492,474812,40233.6,0.0847358,25
cheese_rheo_3d3025531656,dairy_mozzarella,0.1,182469,67347.5,0.369091,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,5.03577,305278,98111.1,0.321383,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,4.00003,245081,78735.5,0.321263,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.4,193769,64336.5,0.332027,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,15.9242,544117,204212.0,0.375308,25
cheese_rheo_c8b760392806,plant_feta,0.4,279382,67437.7,0.241382,25
cheese_rheo_6c53f905caa7,plant_feta,0.252383,236469,213994.0,0.904957,25
cheese_rheo_2d5fd8e35091,dairy_feta,0.100476,731640,209616.0,0.286501,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.159243,310022,118215.0,0.381312,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,5.03577,253738,81513.7,0.321252,25
cheese_rheo_9e358f6dde22,dairy_feta,0.633961,539537,162442.0,0.301076,25
cheese_rheo_480b1108b018,dairy_feta,3.17733,1218870,367670.0,0.301648,25
cheese_rheo_6c53f905caa7,plant_feta,0.4,248804,231421.0,0.930133,25
cheese_rheo_c8b760392806,plant_feta,6.33961,309848,61696.3,0.199118,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.125892,364916,52978.7,0.145181,25
cheese_rheo_ea0a03a926f1,plant_cheddar,0.200475,433860,32816.4,0.0756383,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,31.7731,324325,116734.0,0.359929,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,3.17733,463017,70052.4,0.151296,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.252383,426028,157643.0,0.370029,25
cheese_rheo_8c9adf1d7529,plant_cheddar,15.849,441296,57125.0,0.129448,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,25.2383,317516,110757.0,0.348824,25
cheese_rheo_ba444256711d,dairy_feta,25.2383,2280970,713472.0,0.312793,25
cheese_rheo_b383986cc83e,plant_cheddar,15.9242,481173,47079.3,0.0978427,25
cheese_rheo_887f199562ea,dairy_cheddar,0.503572,406133,156469.0,0.385266,25
cheese_rheo_4e2a0a130dcc,dairy_feta,1.00476,1053240,300966.0,0.285753,25
cheese_rheo_3d3025531656,dairy_mozzarella,7.98103,358010,114883.0,0.320894,25
cheese_rheo_b383986cc83e,plant_cheddar,5.03577,462720,40953.1,0.0885052,25
cheese_rheo_480b1108b018,dairy_feta,2.52384,1175320,353163.0,0.300483,25
cheese_rheo_e594cc002175,plant_mozzarella,5.03577,397352,78175.7,0.196742,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.199526,368453,52290.6,0.141919,25
cheese_rheo_caf5fd7a2800,plant_feta,40.0,275802,222211.0,0.805688,25
cheese_rheo_ea72985b5acd,plant_mozzarella,0.100476,397587,56598.4,0.142355,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,10.0476,329859,106593.0,0.323147,25
cheese_rheo_80ff05481ad9,plant_feta,0.1,269651,208749.0,0.774144,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,31.7731,581331,229764.0,0.395237,25
cheese_rheo_4e2a0a130dcc,dairy_feta,2.00475,1175510,338114.0,0.287631,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,10.0476,281240,92123.5,0.327562,25
cheese_rheo_9e358f6dde22,dairy_feta,2.52384,687299,207700.0,0.302197,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,0.252383,382386,68391.9,0.178856,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,2.52384,404429,73154.3,0.180883,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.798103,216453,69167.0,0.319548,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,0.200475,171635,60644.5,0.353333,25
cheese_rheo_ea72985b5acd,plant_mozzarella,7.98103,463067,60940.3,0.131601,25
cheese_rheo_ffe0014387aa,plant_cheddar,25.1188,353680,62699.7,0.177278,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,0.317731,433833,64319.2,0.148258,25
cheese_rheo_caf5fd7a2800,plant_feta,0.126491,130544,105801.0,0.81046,25
cheese_rheo_3d3025531656,dairy_mozzarella,6.33961,346957,110467.0,0.318388,25
cheese_rheo_80ff05481ad9,plant_feta,0.4,303545,284615.0,0.937638,25
cheese_rheo_e594cc002175,plant_mozzarella,0.503572,362052,71439.7,0.197319,25
cheese_rheo_8c9adf1d7529,plant_cheddar,50.119,458229,59661.1,0.130199,25
cheese_rheo_b383986cc83e,plant_cheddar,0.503572,434650,34784.8,0.0800295,25
cheese_rheo_80ff05481ad9,plant_feta,7.98103,440960,401054.0,0.909503,25
cheese_rheo_ffe0014387aa,plant_cheddar,100.0,318496,58648.4,0.184141,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.630957,380948,52257.0,0.137176,25
cheese_rheo_80ff05481ad9,plant_feta,6.33961,427480,392131.0,0.917309,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.633961,445920,34113.1,0.0765005,25
cheese_rheo_4e2a0a130dcc,dairy_feta,0.100476,683627,198724.0,0.290691,25
cheese_rheo_ffe0014387aa,plant_cheddar,0.125892,306709,68476.6,0.223262,25
cheese_rheo_80ff05481ad9,plant_feta,10.0476,456217,410122.0,0.898964,25
cheese_rheo_80ff05481ad9,plant_feta,0.100476,267437,217867.0,0.814646,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,2.00475,401243,72231.7,0.18002,25
cheese_rheo_ea72985b5acd,plant_mozzarella,25.2383,483182,64200.8,0.132871,25
cheese_rheo_ffe0014387aa,plant_cheddar,1.99526,311013,66506.5,0.213839,25
cheese_rheo_882c53b17985,dairy_mozzarella,2.00475,250762,77846.0,0.310437,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.501188,377771,51956.1,0.137533,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.126491,155837,57656.8,0.369981,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.15849,366370,52651.0,0.14371,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.798103,499944,177574.0,0.355188,25
cheese_rheo_3d3025531656,dairy_mozzarella,1.00476,267837,85703.7,0.319985,25
cheese_rheo_9e358f6dde22,dairy_feta,12.6492,929809,289908.0,0.311793,25
cheese_rheo_e594cc002175,plant_mozzarella,40.0,413282,80854.3,0.19564,25
cheese_rheo_ea0a03a926f1,plant_cheddar,31.7731,481081,44816.9,0.0931587,25
cheese_rheo_ea0a03a926f1,plant_cheddar,0.126491,430589,34200.3,0.0794267,25
cheese_rheo_ba444256711d,dairy_feta,4.00003,1683080,497159.0,0.295386,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.100476,289962,113161.0,0.390262,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,0.503572,216513,74039.1,0.341961,25
cheese_rheo_4746b314b0d2,dairy_cheddar,0.798103,543262,190044.0,0.34982,25
cheese_rheo_c8b760392806,plant_feta,0.100476,263865,72935.6,0.276413,25
cheese_rheo_ea72985b5acd,plant_mozzarella,12.6492,472817,62544.8,0.132281,25
cheese_rheo_887f199562ea,dairy_cheddar,0.4,398060,151731.0,0.381176,25
cheese_rheo_ea72985b5acd,plant_mozzarella,20.0475,480911,63806.5,0.132679,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.1,373195,144252.0,0.386533,25
cheese_rheo_ea72985b5acd,plant_mozzarella,6.33961,458093,60084.9,0.131163,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,20.0475,557618,212067.0,0.38031,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,40.0,489192,79082.7,0.16166,25
cheese_rheo_e594cc002175,plant_mozzarella,6.33961,402164,79127.4,0.196754,25
cheese_rheo_4746b314b0d2,dairy_cheddar,15.9242,730947,283657.0,0.388068,25
cheese_rheo_c8b760392806,plant_feta,3.17733,301102,62834.8,0.208683,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.251189,370524,52425.2,0.141489,25
cheese_rheo_1bc1642eb7eb,plant_feta,10.0476,362981,160224.0,0.441411,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,0.503572,204301,67673.7,0.331246,25
cheese_rheo_ffe0014387aa,plant_cheddar,10.0001,338604,64942.5,0.191795,25
cheese_rheo_f999dd55b81a,plant_mozzarella,4.00003,618351,85167.5,0.137733,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,31.7731,494690,78932.4,0.159559,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.798103,657595,223290.0,0.339555,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,10.0476,516839,190193.0,0.367992,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,0.200475,188275,68309.4,0.362818,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,0.126491,174576,66401.4,0.380357,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,0.100476,426421,63140.1,0.14807,25
cheese_rheo_ea72985b5acd,plant_mozzarella,4.00003,448723,58394.3,0.130134,25
cheese_rheo_4e15653d79b9,plant_cheddar,31.7731,511645,57373.4,0.112135,25
cheese_rheo_1bc1642eb7eb,plant_feta,3.17733,310809,145496.0,0.468119,25
cheese_rheo_4746b314b0d2,dairy_cheddar,6.33961,672711,245347.0,0.364715,25
cheese_rheo_9e358f6dde22,dairy_feta,0.4,497072,148669.0,0.299089,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,20.0475,439379,82519.9,0.18781,25
cheese_rheo_2d5fd8e35091,dairy_feta,0.1,723417,206711.0,0.285742,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.398107,375118,51916.9,0.138402,25
cheese_rheo_4e2a0a130dcc,dairy_feta,0.503572,937886,265616.0,0.283207,25
cheese_rheo_8c9adf1d7529,plant_cheddar,12.5892,435801,56662.3,0.130019,25
cheese_rheo_3d3025531656,dairy_mozzarella,20.0475,399982,137088.0,0.342735,25
cheese_rheo_6c53f905caa7,plant_feta,31.7731,496225,368175.0,0.741952,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.4,440676,33688.9,0.0764483,25
cheese_rheo_c8b760392806,plant_feta,5.03577,306951,62091.7,0.202286,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,0.126491,379670,67658.3,0.178203,25
cheese_rheo_4e15653d79b9,plant_cheddar,15.9242,496476,49308.6,0.0993173,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.252383,435352,33835.0,0.0777187,25
cheese_rheo_4e15653d79b9,plant_cheddar,1.00476,450940,34876.7,0.0773423,25
cheese_rheo_4e2a0a130dcc,dairy_feta,0.4,901573,255093.0,0.282942,25
cheese_rheo_4746b314b0d2,dairy_cheddar,0.4,503243,176778.0,0.351277,25
cheese_rheo_8c9adf1d7529,plant_cheddar,39.8105,458256,59205.0,0.129196,25
cheese_rheo_480b1108b018,dairy_feta,0.159243,752166,220877.0,0.293654,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,40.0,382826,146154.0,0.381777,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,0.200475,430182,64200.3,0.14924,25
cheese_rheo_9e358f6dde22,dairy_feta,0.317731,476028,142917.0,0.300228,25
cheese_rheo_7236086d1bf4,dairy_cheddar,1.26491,532882,187313.0,0.351509,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,10.0476,337057,109988.0,0.326318,25
cheese_rheo_9e358f6dde22,dairy_feta,7.98103,849954,261509.0,0.307675,25
