sample_id,product,angular_frequency,storage_modulus,loss_modulus,tan_delta,temperature
cheese_rheo_8c9adf1d7529,plant_cheddar,1.0,386850,52563.5,0.135876,25
cheese_rheo_ea72985b5acd,plant_mozzarella,0.317731,410095,54937.9,0.133964,25
cheese_rheo_4e15653d79b9,plant_cheddar,1.26491,453465,35387.7,0.0780384,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,15.9242,299836,100381.0,0.334787,25
cheese_rheo_6c53f905caa7,plant_feta,2.00475,308736,284358.0,0.921041,25
cheese_rheo_4e2a0a130dcc,dairy_feta,12.6492,1585040,479634.0,0.3026,25
cheese_rheo_80ff05481ad9,plant_feta,0.317731,294004,274578.0,0.933923,25
cheese_rheo_8c9adf1d7529,plant_cheddar,10.0001,430518,56335.6,0.130855,25
cheese_rheo_4e2a0a130dcc,dairy_feta,0.126491,721012,206617.0,0.286565,25
cheese_rheo_f999dd55b81a,plant_mozzarella,1.26491,591556,80895.1,0.13675,25
cheese_rheo_ba444256711d,dairy_feta,2.00475,1509670,441417.0,0.292394,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.1,149280,56070.6,0.375607,25
cheese_rheo_9e358f6dde22,dairy_feta,25.2383,1065840,342897.0,0.321714,25
cheese_rheo_ba444256711d,dairy_feta,20.0475,2193100,677341.0,0.30885,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,12.6492,433330,80608.4,0.186021,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,0.159243,379961,67824.2,0.178503,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,0.252383,179527,61848.6,0.344508,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,25.2383,439648,83102.4,0.18902,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.126491,299929,115163.0,0.383966,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.4,238637,118552.0,0.496788,25
cheese_rheo_887f199562ea,dairy_cheddar,0.633961,414129,160514.0,0.387595,25
cheese_rheo_ea0a03a926f1,plant_cheddar,5.03577,463999,36785.7,0.0792796,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.501188,377771,51956.1,0.137533,25
cheese_rheo_efba4e3bce95,dairy_cheddar,15.9242,966148,331933.0,0.343563,25
cheese_rheo_480b1108b018,dairy_feta,7.98103,1415540,436069.0,0.308057,25
cheese_rheo_887f199562ea,dairy_cheddar,10.0476,521690,226678.0,0.434506,25
cheese_rheo_f999dd55b81a,plant_mozzarella,0.200475,567589,80068.2,0.141067,25
cheese_rheo_ea0a03a926f1,plant_cheddar,4.00003,461265,36072.3,0.078203,25
cheese_rheo_ba444256711d,dairy_feta,0.100476,916246,267699.0,0.292169,25
cheese_rheo_ffe0014387aa,plant_cheddar,1.5849,308123,66533.2,0.21593,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,0.200475,151534,56270.6,0.37134,25
cheese_rheo_f999dd55b81a,plant_mozzarella,0.1,569547,79049.0,0.138793,25
cheese_rheo_7236086d1bf4,dairy_cheddar,7.98103,685897,239858.0,0.349701,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,15.9242,357565,119656.0,0.334642,25
cheese_rheo_4746b314b0d2,dairy_cheddar,12.6492,716759,272974.0,0.380845,25
cheese_rheo_caf5fd7a2800,plant_feta,0.200475,129001,114599.0,0.888355,25
cheese_rheo_882c53b17985,dairy_mozzarella,5.03577,287221,89541.5,0.311751,25
cheese_rheo_9e358f6dde22,dairy_feta,0.100476,383693,117939.0,0.30738,25
cheese_rheo_80ff05481ad9,plant_feta,5.03577,413480,382885.0,0.926005,25
cheese_rheo_882c53b17985,dairy_mozzarella,10.0476,318266,100818.0,0.316772,25
cheese_rheo_ba444256711d,dairy_feta,10.0476,1954110,588545.0,0.301183,25
cheese_rheo_6c53f905caa7,plant_feta,25.2383,475594,366174.0,0.769931,25
cheese_rheo_e594cc002175,plant_mozzarella,31.7731,421696,81178.2,0.192504,25
cheese_rheo_882c53b17985,dairy_mozzarella,20.0475,347631,115948.0,0.333536,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,0.798103,220965,71769.8,0.324801,25
cheese_rheo_7236086d1bf4,dairy_cheddar,6.33961,664610,231364.0,0.348121,25
cheese_rheo_1bc1642eb7eb,plant_feta,15.9242,385837,166757.0,0.432194,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,0.1,428051,62838.8,0.146802,25
cheese_rheo_4e2a0a130dcc,dairy_feta,0.159243,758544,215025.0,0.283471,25
cheese_rheo_c8b760392806,plant_feta,0.1,264774,73225.5,0.276558,25
cheese_rheo_ba444256711d,dairy_feta,0.126491,959256,277104.0,0.288874,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.633961,208349,67315.2,0.323089,25
cheese_rheo_1bc1642eb7eb,plant_feta,2.00475,293603,140235.0,0.477635,25
cheese_rheo_ea72985b5acd,plant_mozzarella,1.00476,425578,55089.1,0.129446,25
cheese_rheo_3d3025531656,dairy_mozzarella,5.03577,336167,106357.0,0.31638,25
cheese_rheo_9e358f6dde22,dairy_feta,0.503572,518037,155486.0,0.300144,25
cheese_rheo_3d3025531656,dairy_mozzarella,31.7731,413829,152348.0,0.368142,25
cheese_rheo_ba444256711d,dairy_feta,0.4,1167940,337268.0,0.288771,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,2.00475,256388,80876.5,0.315446,25
cheese_rheo_1bc1642eb7eb,plant_feta,7.98103,352288,157545.0,0.447206,25
cheese_rheo_6c53f905caa7,plant_feta,12.6492,418851,349638.0,0.834756,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,1.26491,394893,70930.5,0.179619,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.503572,246125,122635.0,0.498265,25
cheese_rheo_caf5fd7a2800,plant_feta,10.0476,233090,198089.0,0.84984,25
cheese_rheo_ea0a03a926f1,plant_cheddar,0.100476,428352,34516.8,0.0805804,25
cheese_rheo_4e15653d79b9,plant_cheddar,5.03577,473475,41125.7,0.0868592,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,25.2383,570150,220493.0,0.386728,25
cheese_rheo_6c53f905caa7,plant_feta,0.126491,230154,186764.0,0.811474,25
cheese_rheo_caf5fd7a2800,plant_feta,4.00003,196200,175772.0,0.89588,25
cheese_rheo_480b1108b018,dairy_feta,1.26491,1056870,314406.0,0.297487,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.316228,372328,52528.6,0.141081,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,2.52384,458916,68942.6,0.150229,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.1,291536,113759.0,0.390207,25
cheese_rheo_ba444256711d,dairy_feta,1.00476,1355170,394902.0,0.291405,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.200475,170742,59943.1,0.351073,25
cheese_rheo_8c9adf1d7529,plant_cheddar,31.623,455875,58734.4,0.128839,25
cheese_rheo_6c53f905caa7,plant_feta,1.59243,298515,277424.0,0.929348,25
cheese_rheo_3d3025531656,dairy_mozzarella,1.59243,286260,90480.0,0.316076,25
cheese_rheo_8c9adf1d7529,plant_cheddar,3.16229,406302,54862.5,0.135029,25
cheese_rheo_4e2a0a130dcc,dairy_feta,0.633961,976199,277766.0,0.284538,25
cheese_rheo_7236086d1bf4,dairy_cheddar,20.0475,770187,278010.0,0.360964,25
cheese_rheo_ba444256711d,dairy_feta,7.98103,1881300,563221.0,0.299379,25
cheese_rheo_3d3025531656,dairy_mozzarella,40.0,410716,160749.0,0.391388,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.200475,412876,152833.0,0.370168,25
cheese_rheo_efba4e3bce95,dairy_cheddar,2.52384,763706,254198.0,0.332848,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,31.7731,382702,138208.0,0.361136,25
cheese_rheo_3d3025531656,dairy_mozzarella,0.4,232604,77598.6,0.333608,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,4.00003,285850,90078.8,0.315126,25
cheese_rheo_f999dd55b81a,plant_mozzarella,31.7731,665064,93229.7,0.140182,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.159243,430856,33681.3,0.0781729,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,0.798103,441976,65170.3,0.147452,25
cheese_rheo_6c53f905caa7,plant_feta,7.98103,384695,333239.0,0.866241,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.633961,484374,173513.0,0.358222,25
cheese_rheo_4e2a0a130dcc,dairy_feta,31.7731,1870100,599983.0,0.32083,25
cheese_rheo_6c53f905caa7,plant_feta,0.317731,242973,223070.0,0.918084,25
cheese_rheo_9e358f6dde22,dairy_feta,0.798103,562249,168995.0,0.300569,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.159243,162879,58962.8,0.362002,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,2.52384,437302,157566.0,0.360315,25
cheese_rheo_7236086d1bf4,dairy_cheddar,5.03577,644220,223778.0,0.347362,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,10.0476,429029,79143.9,0.184472,25
cheese_rheo_882c53b17985,dairy_mozzarella,1.00476,224490,71183.7,0.317091,25
cheese_rheo_caf5fd7a2800,plant_feta,2.52384,181135,165013.0,0.910999,25
cheese_rheo_ba444256711d,dairy_feta,3.17733,1622270,477373.0,0.294263,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.503572,619687,212945.0,0.343633,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,15.9242,353126,117360.0,0.332347,25
cheese_rheo_f999dd55b81a,plant_mozzarella,0.4,573580,79954.3,0.139395,25
cheese_rheo_8c9adf1d7529,plant_cheddar,12.5892,435801,56662.3,0.130019,25
cheese_rheo_887f199562ea,dairy_cheddar,0.159243,363652,138288.0,0.380275,25
cheese_rheo_4746b314b0d2,dairy_cheddar,10.0476,702224,263067.0,0.37462,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,6.33961,489439,177807.0,0.363288,25
cheese_rheo_2d5fd8e35091,dairy_feta,0.159243,794138,226127.0,0.284745,25
cheese_rheo_8c9adf1d7529,plant_cheddar,5.01186,415414,55641.0,0.133941,25
cheese_rheo_480b1108b018,dairy_feta,20.0475,1656920,528563.0,0.319004,25
cheese_rheo_4746b314b0d2,dairy_cheddar,7.98103,687998,254095.0,0.369325,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,40.0,390633,147262.0,0.376982,25
cheese_rheo_caf5fd7a2800,plant_feta,31.7731,286932,220058.0,0.766935,25
cheese_rheo_ea72985b5acd,plant_mozzarella,2.52384,440138,57007.6,0.129522,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,12.6492,290750,96062.8,0.330397,25
cheese_rheo_887f199562ea,dairy_cheddar,2.52384,464182,187932.0,0.404868,25
cheese_rheo_480b1108b018,dairy_feta,2.00475,1134010,339558.0,0.299432,25
cheese_rheo_3d3025531656,dairy_mozzarella,0.252383,216438,74349.5,0.343514,25
cheese_rheo_b383986cc83e,plant_cheddar,0.159243,426387,35734.9,0.0838086,25
cheese_rheo_80ff05481ad9,plant_feta,1.00476,340662,323987.0,0.95105,25
cheese_rheo_6c53f905caa7,plant_feta,0.159243,229214,196191.0,0.855931,25
cheese_rheo_882c53b17985,dairy_mozzarella,1.59243,242310,75415.2,0.311234,25
cheese_rheo_2d5fd8e35091,dairy_feta,1.26491,1112150,318411.0,0.286303,25
cheese_rheo_480b1108b018,dairy_feta,1.59243,1095370,326727.0,0.29828,25
cheese_rheo_e594cc002175,plant_mozzarella,15.9242,420336,81557.1,0.194029,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,0.100476,169041,64836.5,0.383554,25
cheese_rheo_ea72985b5acd,plant_mozzarella,15.9242,477301,63251.3,0.132519,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,20.0475,495190,78014.1,0.157544,25
cheese_rheo_efba4e3bce95,dairy_cheddar,40.0,1072480,394499.0,0.367837,25
cheese_rheo_882c53b17985,dairy_mozzarella,7.98103,307591,96466.5,0.313619,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,1.59243,412599,149039.0,0.361221,25
cheese_rheo_480b1108b018,dairy_feta,0.1,687211,202993.0,0.295387,25
cheese_rheo_b383986cc83e,plant_cheddar,31.7731,489079,51924.9,0.106169,25
cheese_rheo_caf5fd7a2800,plant_feta,6.33961,214337,186570.0,0.870453,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,31.7731,385362,138360.0,0.359038,25
cheese_rheo_480b1108b018,dairy_feta,6.33961,1363100,417197.0,0.306064,25
cheese_rheo_efba4e3bce95,dairy_cheddar,12.6492,938331,319374.0,0.340364,25
cheese_rheo_caf5fd7a2800,plant_feta,5.03577,204951,181096.0,0.883606,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,5.03577,472342,72116.8,0.152679,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,7.98103,503018,183782.0,0.365358,25
cheese_rheo_80ff05481ad9,plant_feta,0.200475,277618,252224.0,0.908529,25
cheese_rheo_ea72985b5acd,plant_mozzarella,3.17733,444327,57708.7,0.129879,25
cheese_rheo_3d3025531656,dairy_mozzarella,2.52384,304904,96027.1,0.314942,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,40.0,427541,84965.6,0.198731,25
cheese_rheo_1bc1642eb7eb,plant_feta,25.2383,410592,171698.0,0.418171,25
cheese_rheo_8c9adf1d7529,plant_cheddar,1.0,386850,52563.5,0.135876,25
cheese_rheo_efba4e3bce95,dairy_cheddar,25.2383,1021950,360466.0,0.352725,25
cheese_rheo_480b1108b018,dairy_feta,40.0,1870270,627552.0,0.33554,25
cheese_rheo_80ff05481ad9,plant_feta,0.126491,273364,232212.0,0.849463,25
cheese_rheo_e594cc002175,plant_mozzarella,0.200475,355928,69979.1,0.19661,25
cheese_rheo_ba444256711d,dairy_feta,0.633961,1258780,365358.0,0.290249,25
cheese_rheo_4e2a0a130dcc,dairy_feta,0.798103,1014570,289097.0,0.284945,25
cheese_rheo_efba4e3bce95,dairy_cheddar,7.98103,885065,297225.0,0.335823,25
cheese_rheo_b383986cc83e,plant_cheddar,6.33961,466347,42005.3,0.090073,25
cheese_rheo_2d5fd8e35091,dairy_feta,31.7731,1889720,588016.0,0.311166,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.252383,221748,109780.0,0.495067,25
cheese_rheo_e594cc002175,plant_mozzarella,0.4,359965,71016.2,0.197287,25
cheese_rheo_ea72985b5acd,plant_mozzarella,40.0,479037,64618.6,0.134893,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.126491,512466,186888.0,0.364683,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.200475,318551,121193.0,0.380452,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,2.00475,266131,85969.5,0.323034,25
cheese_rheo_b383986cc83e,plant_cheddar,0.100476,419719,35526.6,0.0846439,25
cheese_rheo_c8b760392806,plant_feta,7.98103,312455,61092.3,0.195523,25
cheese_rheo_c8b760392806,plant_feta,10.0476,314610,60404.7,0.191999,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.798103,378808,138364.0,0.365261,25
cheese_rheo_b383986cc83e,plant_cheddar,0.4,433036,34945.6,0.080699,25
cheese_rheo_ea72985b5acd,plant_mozzarella,0.200475,405166,55223.0,0.136297,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,1.00476,229512,73803.0,0.321565,25
cheese_rheo_8c9adf1d7529,plant_cheddar,3.98105,410864,55295.6,0.134584,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,25.2383,375784,130524.0,0.347337,25
cheese_rheo_2d5fd8e35091,dairy_feta,15.9242,1682200,504719.0,0.300036,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.1,363868,54198.8,0.148952,25
cheese_rheo_887f199562ea,dairy_cheddar,1.00476,430181,169056.0,0.392989,25
cheese_rheo_ffe0014387aa,plant_cheddar,0.1,312094,68310.0,0.218876,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,3.17733,450047,162177.0,0.360354,25
cheese_rheo_c8b760392806,plant_feta,0.200475,273090,70021.0,0.256403,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,25.2383,376263,131336.0,0.349055,25
cheese_rheo_4746b314b0d2,dairy_cheddar,31.7731,767489,321267.0,0.418595,25
cheese_rheo_b383986cc83e,plant_cheddar,0.200475,427889,35433.8,0.0828107,25
cheese_rheo_882c53b17985,dairy_mozzarella,4.00003,278008,86391.7,0.310753,25
cheese_rheo_e594cc002175,plant_mozzarella,0.1,359614,69651.4,0.193684,25
cheese_rheo_ea0a03a926f1,plant_cheddar,0.252383,434819,32296.2,0.074275,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.633961,638577,218019.0,0.341413,25
cheese_rheo_887f199562ea,dairy_cheddar,0.200475,372623,140848.0,0.377992,25
cheese_rheo_6c53f905caa7,plant_feta,10.0476,400991,341612.0,0.85192,25
cheese_rheo_1bc1642eb7eb,plant_feta,2.52384,301825,142909.0,0.473484,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,0.252383,157907,56910.9,0.360407,25
cheese_rheo_8c9adf1d7529,plant_cheddar,7.94327,425277,56063.4,0.131828,25
cheese_rheo_4746b314b0d2,dairy_cheddar,0.126491,436246,158913.0,0.364275,25
cheese_rheo_ba444256711d,dairy_feta,1.59243,1456770,425098.0,0.291808,25
cheese_rheo_2d5fd8e35091,dairy_feta,0.200475,823730,233360.0,0.283296,25
cheese_rheo_ffe0014387aa,plant_cheddar,63.0957,350675,60301.2,0.171958,25
cheese_rheo_f999dd55b81a,plant_mozzarella,0.503572,576242,79180.7,0.137409,25
cheese_rheo_480b1108b018,dairy_feta,0.100476,691564,206934.0,0.299226,25
cheese_rheo_e594cc002175,plant_mozzarella,1.00476,369793,72726.5,0.196668,25
cheese_rheo_9e358f6dde22,dairy_feta,6.33961,813797,249422.0,0.306491,25
cheese_rheo_efba4e3bce95,dairy_cheddar,1.00476,677286,228667.0,0.337622,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,0.633961,212512,69484.5,0.326968,25
cheese_rheo_9e358f6dde22,dairy_feta,1.26491,609255,182865.0,0.300146,25
cheese_rheo_887f199562ea,dairy_cheddar,5.03577,491803,205409.0,0.417665,25
cheese_rheo_887f199562ea,dairy_cheddar,3.17733,473549,193547.0,0.408715,25
cheese_rheo_8c9adf1d7529,plant_cheddar,6.30957,420228,55802.6,0.132791,25
cheese_rheo_1bc1642eb7eb,plant_feta,0.633961,254149,125611.0,0.494242,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.630957,380948,52257.0,0.137176,25
cheese_rheo_1bc1642eb7eb,plant_feta,20.0475,397984,169693.0,0.426381,25
cheese_rheo_887f199562ea,dairy_cheddar,0.798103,421646,164410.0,0.389925,25
cheese_rheo_f999dd55b81a,plant_mozzarella,2.00475,601059,81885.6,0.136236,25
cheese_rheo_80ff05481ad9,plant_feta,0.503572,312529,296018.0,0.947169,25
cheese_rheo_882c53b17985,dairy_mozzarella,1.26491,233333,73546.2,0.315198,25
cheese_rheo_ea72985b5acd,plant_mozzarella,0.1,398562,56057.8,0.14065,25
cheese_rheo_6c53f905caa7,plant_feta,0.798103,271788,254797.0,0.937485,25
cheese_rheo_8f07b1ed90e6,plant_mozzarella,4.00003,467589,70966.4,0.151771,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,0.798103,390146,70132.3,0.179759,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,0.1,150032,55447.4,0.369571,25
cheese_rheo_480b1108b018,dairy_feta,0.633961,950156,280761.0,0.295489,25
cheese_rheo_9e358f6dde22,dairy_feta,0.126491,399406,121635.0,0.304539,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.794327,383843,52276.2,0.136192,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,1.00476,198060,65581.6,0.33112,25
cheese_rheo_7236086d1bf4,dairy_cheddar,0.159243,398511,149287.0,0.374611,25
cheese_rheo_80ff05481ad9,plant_feta,0.798103,330481,315021.0,0.953218,25
cheese_rheo_43f61c34f7b2,dairy_mozzarella,7.98103,326313,105719.0,0.323982,25
cheese_rheo_9e358f6dde22,dairy_feta,4.00003,747810,227013.0,0.303571,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.1,493054,182743.0,0.370635,25
cheese_rheo_ffe0014387aa,plant_cheddar,0.630957,300600,67607.4,0.224908,25
cheese_rheo_480b1108b018,dairy_feta,4.00003,1264930,383307.0,0.303026,25
cheese_rheo_882c53b17985,dairy_mozzarella,6.33961,297469,92971.2,0.312541,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,40.0,327006,123231.0,0.376846,25
cheese_rheo_ba444256711d,dairy_feta,0.798103,1306200,379710.0,0.290698,25
cheese_rheo_9bbee09cb4be,dairy_mozzarella,7.98103,318296,101802.0,0.319834,25
cheese_rheo_7236086d1bf4,dairy_cheddar,40.0,827091,315684.0,0.38168,25
cheese_rheo_8a12f8c4da2d,plant_mozzarella,5.03577,416492,75763.5,0.181909,25
cheese_rheo_882c53b17985,dairy_mozzarella,15.9242,338648,110641.0,0.326713,25
cheese_rheo_4746b314b0d2,dairy_cheddar,4.00003,642441,229968.0,0.35796,25
cheese_rheo_480b1108b018,dairy_feta,25.2383,1724890,557547.0,0.323237,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.252383,565007,198678.0,0.351637,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,1.59243,213303,69329.6,0.325029,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.126491,427854,33420.0,0.0781106,25
cheese_rheo_4e2a0a130dcc,dairy_feta,1.59243,1134020,325328.0,0.286881,25
cheese_rheo_3d3025531656,dairy_mozzarella,0.317731,224760,76368.6,0.339779,25
cheese_rheo_8c9adf1d7529,plant_cheddar,1.5849,393895,53182.7,0.135017,25
cheese_rheo_9e358f6dde22,dairy_feta,31.7731,1117130,365116.0,0.326833,25
cheese_rheo_80ff05481ad9,plant_feta,1.59243,359019,340444.0,0.948262,25
cheese_rheo_4746b314b0d2,dairy_cheddar,0.633961,529818,185421.0,0.349972,25
cheese_rheo_882c53b17985,dairy_mozzarella,0.317731,186463,63134.8,0.338591,25
cheese_rheo_c8b760392806,plant_feta,1.26491,290037,64142.4,0.221153,25
cheese_rheo_0ce8e929e697,dairy_mozzarella,0.1,135348,53129.1,0.392538,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,12.6492,530368,196918.0,0.371286,25
cheese_rheo_caf5fd7a2800,plant_feta,15.9242,254789,209633.0,0.822773,25
cheese_rheo_f999dd55b81a,plant_mozzarella,6.33961,630917,87564.0,0.138788,25
cheese_rheo_3d3025531656,dairy_mozzarella,1.26491,276909,88282.9,0.318815,25
cheese_rheo_887f199562ea,dairy_cheddar,0.126491,353733,135751.0,0.383768,25
cheese_rheo_6c53f905caa7,plant_feta,0.1,229845,169242.0,0.736331,25
cheese_rheo_7236086d1bf4,dairy_cheddar,15.9242,749263,267507.0,0.357027,25
cheese_rheo_efba4e3bce95,dairy_cheddar,0.317731,583798,203912.0,0.349285,25
cheese_rheo_8c9adf1d7529,plant_cheddar,0.251189,370524,52425.2,0.141489,25
cheese_rheo_4e2a0a130dcc,dairy_feta,7.98103,1466450,435978.0,0.297301,25
cheese_rheo_f999dd55b81a,plant_mozzarella,15.9242,657154,92038.3,0.140056,25
cheese_rheo_6c53f905caa7,plant_feta,1.26491,289088,269690.0,0.932898,25
cheese_rheo_4e15653d79b9,plant_cheddar,0.503572,443488,34021.9,0.0767145,25
cheese_rheo_2fb28bc39b10,dairy_cheddar,0.633961,367806,135015.0,0.367083,25
cheese_rheo_efba4e3bce95,dairy_cheddar,10.0476,911457,307786.0,0.337686,25
