participant_id,product,presentation_order,appearance,flavor,texture,shrimp_intensity,firmness,chewiness,overall,purchase,cata_shrimplike,cata_fishy,cata_salty,cata_savory,cata_bland,cata_firm,cata_tender,cata_chewy,cata_rubbery,cata_juicy,cata_naturallooking,cata_appealing_color,cata_fresh_aroma,cata_offflavor,cata_offodor
coast_75d0d874b1a4,conventional,1,8,9,7,2.0,3.0,4.0,9,1.0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1
coast_bc63b99dd145,conventional,1,6,6,6,2.0,3.0,3.0,6,2.0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
coast_ff5d52428260,plant_based,2,4,6,2,3.0,1.0,1.0,2,3.0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
coast_db988738609f,conventional,1,6,6,7,3.0,3.0,3.0,7,3.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
coast_a47c6bababe6,conventional,1,9,9,6,3.0,3.0,3.0,9,1.0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0
coast_66d876751708,conventional,1,2,6,7,3.0,3.0,3.0,2,3.0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
coast_e87867dcbb13,plant_based,1,6,6,6,3.0,2.0,2.0,6,2.0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0
coast_4094a012cb5c,conventional,1,7,2,2,3.0,3.0,3.0,7,3.0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1
coast_db988738609f,plant_based,2,6,6,2,3.0,3.0,3.0,7,2.0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
coast_b7d2f6b22fbe,conventional,2,9,7,2,2.0,1.0,1.0,2,2.0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0
coast_35ebf531e55e,conventional,1,8,8,8,3.0,3.0,3.0,8,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
coast_7ac5e9db4084,conventional,2,6,9,2,2.0,2.0,2.0,7,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
coast_b61ca2a92e88,conventional,2,6,6,6,3.0,3.0,2.0,7,3.0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
coast_32aaf8f43cb2,plant_based,1,6,6,7,2.0,1.0,1.0,9,3.0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0
coast_6fc44185bf33,plant_based,2,7,2,6,4.0,3.0,3.0,7,3.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
coast_250f7b7dc2a5,conventional,1,2,2,7,3.0,3.0,3.0,2,3.0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
coast_a0c71ae2c93f,plant_based,1,7,6,6,2.0,3.0,3.0,6,2.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
coast_5e7ec79124fd,plant_based,1,6,6,7,3.0,3.0,3.0,6,2.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
coast_f66fe4613403,conventional,2,2,2,3,4.0,1.0,2.0,7,4.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
coast_cf9607f3d4e6,plant_based,1,7,3,5,4.0,4.0,3.0,4,4.0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0
coast_17ac42aa203d,conventional,1,9,7,9,3.0,3.0,3.0,6,2.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
coast_b3f5f53b85a7,plant_based,2,6,6,2,3.0,2.0,2.0,2,4.0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0
coast_7f75088ffdd3,conventional,2,2,6,6,3.0,3.0,4.0,6,2.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1
coast_519cf35b6cb0,conventional,2,6,6,6,4.0,1.0,4.0,4,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
coast_e89672ed9c62,plant_based,1,9,9,9,3.0,3.0,4.0,9,1.0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
coast_6365f48017a9,plant_based,1,9,6,7,3.0,2.0,4.0,7,2.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1
coast_a6471c39132f,plant_based,2,6,7,6,3.0,2.0,2.0,6,2.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
coast_d7372003b702,conventional,2,3,6,7,2.0,3.0,3.0,6,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
coast_1870b7b7571b,plant_based,2,6,6,2,3.0,3.0,3.0,6,2.0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
coast_1dc3ac461890,conventional,1,7,7,7,2.0,3.0,3.0,7,2.0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0
coast_0db4da765be8,plant_based,1,9,6,9,4.0,3.0,3.0,6,3.0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
coast_97d516a2c5c1,conventional,1,6,6,2,3.0,3.0,3.0,6,3.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
coast_b3f5f53b85a7,conventional,1,6,9,6,3.0,2.0,3.0,7,2.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
