sample_id,product,stiffness,hardness,cohesiveness,springiness,resilience,chewiness
coast_tpa_b4689eaf1451,plant_based,595.3994732648798,14.96402088928143,0.7978631807938735,0.8744493392070485,0.7990694009977335,10.44026166908074
coast_tpa_2a0e960e6145,plant_based,559.6723387373327,14.06610006235698,0.7992859890328997,0.8708240534521158,0.7956458468144288,9.79053262754811
coast_tpa_e016b738a48a,conventional_c,370.8552540208773,9.320609132617317,0.5024895320847373,0.4639830508474576,0.35630871889528,2.173068572611863
coast_tpa_2db2fbfdb3ad,conventional_c,150.0080195984377,3.770112738800044,0.5112132329470388,0.742914979757085,0.5107752256783231,1.431843458485992
coast_tpa_c1aa86fd007a,conventional_b,340.4224267704455,8.555748760473927,0.5443861827683135,0.7186234817813765,0.59235725130156,3.347083299586825
coast_tpa_81793b6f7d4d,conventional_b,382.842503790679,9.621881579125757,0.5631895619476368,0.5840336134453782,0.6060911112603331,3.164845020003034
coast_tpa_cfada2a26772,conventional_c,346.1142790913748,8.698800611967922,0.4677585447158758,0.4054347826086956,0.3895584068637322,1.649689121201442
coast_tpa_e5dbf5703a29,conventional_a,236.1114625738602,5.934128290003045,0.622534968337158,0.6224719101123596,0.5732731992788925,2.299537203806322
coast_tpa_0fac960b22ec,plant_based,550.0938672701764,13.82536681760628,0.7003406136340453,0.8649193548387096,0.6346126553471156,8.374552142833158
coast_tpa_ec3e6157a641,plant_based,550.9986951636712,13.84810762291001,0.8938987074211645,0.9,0.8480504538016185,11.14092495391359
coast_tpa_dabc7e95b8c8,plant_based,589.1106890892403,14.80596650395182,0.8125789163892718,0.8731182795698925,0.7177971387845054,10.50450018163026
coast_tpa_ed82b76bd240,conventional_a,187.3510208318567,4.708644725503273,0.5699938778526173,0.5785876993166287,0.5142321308269913,1.552870754660707
coast_tpa_5c00241479ee,plant_based,589.1106890892403,14.80596650395182,0.8125789163892718,0.8731182795698925,0.7177971387845054,10.50450018163026
coast_tpa_dbfe658e32c2,plant_based,550.9986951636712,13.84810762291001,0.8938987074211645,0.9,0.8480504538016185,11.14092495391359
coast_tpa_e41b154a25d0,conventional_a,234.4798741801042,5.893122001110994,0.6153206237915847,0.6820512820512821,0.6162624333192187,2.47322673985574
coast_tpa_75d07a8458db,conventional_a,207.8734836339483,5.22443047248424,0.3353349684327627,0.6628440366972477,0.5625907663633468,1.161259155430352
coast_tpa_54b050c82880,conventional_c,224.900567746565,5.652367771366258,0.6227166789947962,0.7212765957446808,0.4309314806704008,2.538766446611443
coast_tpa_8d21dd4554aa,conventional_b,533.1196010853519,13.3987569780357,0.4464954137224102,0.7730923694779116,0.5377787056113018,4.625012375513093
coast_tpa_f9e257da6cc2,conventional_a,302.7715325324575,7.609478578560731,0.6140150709715999,0.6326086956521739,0.5598774314333278,2.955759452339792
coast_tpa_eb42df80bd37,conventional_a,121.8723545359699,3.062986349487149,0.4668904076709733,0.6363636363636364,0.4496842650508366,0.9100502379835244
coast_tpa_d382d717c634,conventional_b,593.2289938542671,14.90947079191224,0.5064916342842212,0.3578947368421053,0.4795035791296262,2.702650060443039
coast_tpa_1add3bf519a2,plant_based,595.3994732648798,14.96402088928143,0.7978631807938735,0.8744493392070485,0.7990694009977335,10.44026166908074
coast_tpa_8e708b01bdef,conventional_a,240.0497696810596,6.03310874340751,0.5590017298255741,0.5477707006369427,0.5381119869834633,1.847366670356631
coast_tpa_4f0983d4774d,conventional_c,339.617494648019,8.5355186097343,0.5539809270098915,0.7777777777777778,0.4871876065669484,3.677733509279502
coast_tpa_b5403cef5c77,plant_based,559.6723387373327,14.06610006235698,0.7992859890328997,0.8708240534521158,0.7956458468144288,9.79053262754811
coast_tpa_8c9b8e4923c0,conventional_b,311.5769609613017,7.830783132670872,0.3145694536916661,0.4641711229946524,0.5117933425814744,1.143404411398535
coast_tpa_33575878a5ad,conventional_c,431.6885878635582,10.84951757016565,0.5605940106491042,0.424807903402854,0.3679925237023925,2.583755826475699
coast_tpa_11ea43f4baa8,conventional_b,342.565707254667,8.609615274264428,0.6387567165233139,0.6680080482897385,0.648291825437032,3.673676582686549
coast_tpa_24bcf7276238,conventional_a,204.4428915213294,5.138210288656508,0.6017791195310264,0.5725971370143149,0.6019634091402396,1.770509091559167
coast_tpa_10daf4839dd7,conventional_b,373.69562864385,9.391995533009108,0.2715402332001696,0.406688241639698,0.633805057101365,1.037178916701821
coast_tpa_3735a607d020,conventional_c,246.122245070599,6.185726695990565,0.4256741498004105,0.6700404858299596,0.4227040878607155,1.764286251381911
coast_tpa_22eabc4e8d63,plant_based,595.3994732648798,14.96402088928143,0.7978631807938735,0.8744493392070485,0.7990694009977335,10.44026166908074
coast_tpa_2d9d48acf6bb,conventional_c,418.0549929725952,10.5068679577539,0.6321415846460164,0.4191866527632951,0.429631243293404,2.784165714821027
coast_tpa_e50926f7b915,conventional_b,556.1747513079398,13.97819610256923,0.4580912090877671,0.3402854006586169,0.6685806834793228,2.178945679014791
coast_tpa_1b6a968f1a59,conventional_b,245.1440915593911,6.161143016911414,0.4953635910455484,0.5873684210526315,0.4489807132473131,1.792651904031329
coast_tpa_d662729b7dd9,plant_based,663.506417298229,16.6757350895504,0.7117163067587918,0.9630484988452656,0.6082724627300313,11.42983766791295
coast_tpa_98be1e8ddde4,conventional_a,277.2738658372305,6.968652319573482,0.5413732629084315,0.6282608695652174,0.5575753141825136,2.37020337132398
coast_tpa_5c975068a375,conventional_b,313.3776693684758,7.876039871096757,0.4782512085286153,0.6117886178861789,0.3817768413965512,2.304439840687493
coast_tpa_4b44cae56206,conventional_b,465.6872983901749,11.70399836394121,0.4353201684911068,0.7464503042596349,0.5619363771326548,3.803154252840311
